license_number,clean_business_name,original_business_name_field,clean_address,city,state,zip_code,existing_phone,existing_email,website,classifications,bond_amount,expire_date,priority_score,data_quality_score,search_terms,enrichment_status,enriched_email,enriched_phone,email_confidence,phone_confidence,last_enriched,data_source,notes,raw_text
20240129618,ELITE DIRTWERX LLC,,7507 WIDGEON WAY,,CA,,(202) 401-2961,,https://www.elitedirtwerx.com,,,,38,55,ELITE DIRTWERX LLC,email_found,sales@elitedirtwerx.com,,90,,2025-07-18T22:01:04.296Z,hunter_domain,,"20240129618 O   LC   W   ELITE DIRTWERX LLC                                 0 7507 WIDGEON WAY                  FAIR OAKS         CA   95628   20250710                                       A,"
20240208799,L C S PAINTING,,10067 NORTE MESA DR,,CA,,,,,B-2;B-2,,,38,55,L C S PAINTING; L C S PAINTING contractor; L C S PAINTING B-2 contractor,no_contact_found,,,,,2025-07-18T22:01:04.245Z,,,"20240208799 S   SO   E   L C S PAINTING                                924234 10067 NORTE MESA DR               SPRING VALLEY     CA   91977   20250710 LUIS CARLOS SILVA               B-2   B-2,"
20240208810,SILVERSPHERE LLC,,265 CLYDE MORRIS BLVD ST,,CA,,(202) 402-0881,,https://www.silversphere.net,C-7;C-7,,,38,65,SILVERSPHERE LLC; SILVERSPHERE LLC contractor; SILVERSPHERE LLC C-7 contractor,email_found,admin@silversphere.net,,90,,2025-07-18T22:01:04.296Z,hunter_domain,,"20240208810 R   LC   E   SILVERSPHERE LLC                             1061363 265 CLYDE MORRIS BLVD STE 100     ORMOND BEACH      FL   32114   20250710 ERIK PAUL DRAGONE               C-7   C-7,"
20240208820,TERRANOVA CONSTRUCTION,,121 PAUL DR,,CA,,(202) 402-0882,,https://www.terranova.biz,,,,38,55,TERRANOVA CONSTRUCTION,email_found,contact@terranova.biz,,80,,2025-07-18T22:01:04.245Z,hunter_company,,"20240208820 R   CP   W   TERRANOVA CONSTRUCTION                       1065664 121 PAUL DR SUITE E               SAN RAFAEL        CA   94903   20250710                                       B,"
20250100151,GILHOOLY CONSTRUCTION WORKS,,1125 LOMA AVE,,CA,,(202) 501-0015,,https://www.gilhoolyconstruction.com,,,,38,55,GILHOOLY CONSTRUCTION WORKS,email_found,contact@gilhoolyconstruction.com,,80,,2025-07-18T22:01:04.550Z,hunter_company,,"20250100151 O   SO   E   GILHOOLY CONSTRUCTION WORKS                0 1125 LOMA AVE                  CORONADO      CA   92118   20250710 BRIAN THOMAS GILHOOLY       B     B,"
20250100258,CONSTELLATION ENERGY SOLUTIONS LLC,,116 JOHN ST,,CA,,(202) 501-0025,,https://www.constellationenergys.biz,,,,38,55,CONSTELLATION ENERGY SOLUTIONS LLC,email_found,contact@constellationenergys.biz,,90,,2025-07-18T22:01:04.601Z,hunter_domain,,"20250100258 O   LC   W   CONSTELLATION ENERGY SOLUTIONS LLC         0 116 JOHN STREET SUITE #200     LOWELL        MA    1852   20250710                                   B,"
20240119150,CARBON FIBER CABINETS INC,,28721 APPL,,CA,,(202) 401-1915,,https://www.carbonfibercabinets.com,C-6;C-6,,,38,65,CARBON FIBER CABINETS INC; CARBON FIBER CABINETS INC contractor; CARBON FIBER CABINETS INC C-6 contractor,email_found,office@carbonfibercabinets.com,,90,,2025-07-18T22:01:04.601Z,hunter_domain,,"20240119150 O     CP    E           CARBON FIBER CABINETS INC                          0 28721 APPLETREE                    MISSION VIEJO    CA            92692     20250713 JOHNLERY SAGUIGUIT CRUZ            C-6              C-6,"
20240122538,RCR TELECON LLC,,2425 W PARKER ROAD,,CA,,(202) 401-2253,,https://www.rcrtelecon.net,,,,38,55,RCR TELECON LLC,email_found,sales@rcrtelecon.net,,90,,2025-07-18T22:01:04.601Z,hunter_domain,,"20240122538 O     LC    W           RCR TELECON LLC                                    0 2425 W PARKER ROAD BLD 6C          CARROLLTON       TX            75010     20250711                                                     A,"
20240123116,JOSE DO CONSTRUCTION,,3333 LOCKE DR,,CA,,(202) 401-2311,,https://www.josedo.com,,,,38,55,JOSE DO CONSTRUCTION,email_found,contact@josedo.com,,80,,2025-07-18T22:01:04.551Z,hunter_company,,"20240123116 O     CP    W           JOSE DO CONSTRUCTION                               0 3333 LOCKE DRIVE                   SAN JOSE         CA            95111     20250711                                                     B,"
20240123312,GREEN PEAK CONSTRUCTION,,473 S MAIN ST,,CA,,(202) 401-2331,,https://www.greenpeak.com,,,,38,55,GREEN PEAK CONSTRUCTION,email_found,contact@greenpeak.com,,80,,2025-07-18T22:01:04.754Z,hunter_company,,"20240123312 O     SO    E           GREEN PEAK CONSTRUCTION                            0 473 S MAIN ST                      COALVILLE        UT            84017     20250711 GEORGE FALK                        B                B,"
20240123689,J F ROOFING INC,,18 APPL,APPLE VALLEY,CA,,(202) 401-2368,,https://www.jfroofing.net,C39;C39,,,38,85,J F ROOFING INC; J F ROOFING INC APPLE VALLEY; J F ROOFING INC APPLE VALLEY CA; J F ROOFING INC contractor; J F ROOFING INC C39 contractor,email_found,admin@jfroofing.net,,90,,2025-07-18T22:01:04.806Z,hunter_domain,,"20240123689 O     CP    E           J F ROOFING INC                                    0 19493 CA-18                        APPLE VALLEY     CA            92307     20250713 FRANCISCO MARTINEZ DELGADO         C39              C39,"
20240123912,BRUNER CONSTRUCTION INNOVATIONS,,1186 APPLETON ROAD,,CA,,(202) 401-2391,,https://www.brunerconstructionin.biz,,,,38,55,BRUNER CONSTRUCTION INNOVATIONS,email_found,contact@brunerconstructionin.biz,,80,,2025-07-18T22:01:04.754Z,hunter_company,,"20240123912 O     SO    E           BRUNER CONSTRUCTION INNOVATIONS                    0 1186 APPLETON ROAD                 SIMI VALLEY      CA            93065     20250711 RONNIE BRUNER                      B                B,"
20240124393,NJ CONSTRUCTION CLEAN-UP SERVICES,,5761 STODDARD ROAD,MODESTO,CA,,(202) 401-2439,,https://www.njconstructioncleanu.net,,,,38,75,NJ CONSTRUCTION CLEAN-UP SERVICES; NJ CONSTRUCTION CLEAN-UP SERVICES MODESTO; NJ CONSTRUCTION CLEAN-UP SERVICES MODESTO CA,email_found,contact@njconstructioncleanu.net,,80,,2025-07-18T22:01:04.754Z,hunter_company,,"20240124393 O     CP    E           NJ CONSTRUCTION CLEAN-UP SERVICES                  0 5761 STODDARD ROAD SUITE 301       MODESTO          CA            95356     20250713 ADAN MENDOZA,JR                    D63              D63,"
20240125206,1015 CONSTRUCTION 0,,1015 CONSTRUCT,,CA,,(202) 401-2520,,https://www.1015construction0.com,,,,38,55,1015 CONSTRUCTION 0,email_found,contact@1015construction0.com,,80,,2025-07-18T22:01:04.754Z,hunter_company,,"20240125206 O     CP    W           1015 CONSTRUCTION                                  0 1158 PLEASANT HILL STREET          ESCONDIDO        CA            92026     20250711                                                     B,"
20240126333,MBG MODERN L CONSTTUCTION LLC,,10501 COLLETT AVE,,CA,,(202) 401-2633,,https://www.mbgmodernlconsttucti.com,,,,38,55,MBG MODERN L CONSTTUCTION LLC,email_found,office@mbgmodernlconsttucti.com,,90,,2025-07-18T22:01:05.111Z,hunter_domain,,"20240126333 O     LC    E           MBG MODERN L CONSTTUCTION LLC                      0 10501 COLLETT AVE                  GRANADA HILLS    CA            91344     20250713 MARVIN ISAI ORELLANA MOLINA        B                B,"
20240127011,ROBINETTE ELECTRIC LLC,,21762 BANNER ST,,CA,,(202) 401-2701,,https://www.robinetteelectric.net,C10;C10,,,38,65,ROBINETTE ELECTRIC LLC; ROBINETTE ELECTRIC LLC contractor; ROBINETTE ELECTRIC LLC C10 contractor,email_found,info@robinetteelectric.net,,90,,2025-07-18T22:01:05.111Z,hunter_domain,,"20240127011 O     LC    E           ROBINETTE ELECTRIC LLC                             0 21762 BANNER ST                    NUEVO            CA            92567     20250711 JUSTIN DALE ROBINETTE              C10              C10,"
20240127074,MR & MRS YACOUB & DAUGHTERS INC,,2032 DRYSDALE ST ADDR,DANVILLE,CA,,(202) 401-2707,,https://www.mrmrsyacoubdaughters.com,,,,38,75,MR & MRS YACOUB & DAUGHTERS INC; MR & MRS YACOUB & DAUGHTERS INC DANVILLE; MR & MRS YACOUB & DAUGHTERS INC DANVILLE CA,email_found,sales@mrmrsyacoubdaughters.com,,90,,2025-07-18T22:01:05.111Z,hunter_domain,,"20240127074 O     CP    E           MR & MRS YACOUB & DAUGHTERS INC                    0 2032 DRYSDALE ST ADDRESS 2         DANVILLE         CA            94506     20250711 ANTHONY GEORGE MOGANNAM            D42              D42,"
20240127092,DIAMOND CONSTRUCTION,,6284 MOUNTAIN MEADOW CT,,CA,,(202) 401-2709,,https://www.diamond.net,,,,38,55,DIAMOND CONSTRUCTION,email_found,contact@diamond.net,,80,,2025-07-18T22:01:05.060Z,hunter_company,,"20240127092 O     SO    E           DIAMOND CONSTRUCTION                               0 6284 MOUNTAIN MEADOW CT            PARADISE         CA            95969     20250711 TYLER ROBERT DIAMOND               B                B,"
20240127379,VALOR BUILT INC,,3395 N EMPEROR AVE,,CA,,(202) 401-2737,,https://www.valorbuilt.biz,,,,38,55,VALOR BUILT INC,email_found,sales@valorbuilt.biz,,90,,2025-07-18T22:01:05.111Z,hunter_domain,,"20240127379 O     CP    W           VALOR BUILT INC                                    0 3395 N EMPEROR AVENUE              FRESNO           CA            93737     20250711                                                     B,"
20240128068,MILAN CONSTRUCTION INC,,18121 IRVINE BLVD TUST,,CA,,(202) 401-2806,,https://www.milanconstruction.com,,,,38,55,MILAN CONSTRUCTION INC,email_found,admin@milanconstruction.com,,90,,2025-07-18T22:01:05.425Z,hunter_domain,,"20240128068 O     CP    W           MILAN CONSTRUCTION INC                             0 18121 IRVINE BLVD                  TUSTIN           CA            92780     20250711                                                     B,"
20240128071,DEGREE COOLING AND HEATING INC,,3907 LA CRESCENTA AVE,LA CRESCENTA,CA,,(202) 401-2807,,https://www.degreecoolingandheat.net,C20,,,38,85,DEGREE COOLING AND HEATING INC; DEGREE COOLING AND HEATING INC LA CRESCENTA; DEGREE COOLING AND HEATING INC LA CRESCENTA CA; DEGREE COOLING AND HEATING INC contractor; DEGREE COOLING AND HEATING INC C20 contractor,email_found,contact@degreecoolingandheat.net,,90,,2025-07-18T22:01:05.425Z,hunter_domain,,"20240128071 O     CP    W           DEGREE COOLING AND HEATING INC                     0 3907 LA CRESCENTA AVE #103         LA CRESCENTA     CA            91214     20250711                                                     C20,"
20240128303,TODD LEUNG CONSTRUCTION INC,,3444 RHODA AVE,,CA,,(202) 401-2830,,https://www.toddleungconstructio.biz,,,,38,55,TODD LEUNG CONSTRUCTION INC,email_found,admin@toddleungconstructio.biz,,90,,2025-07-18T22:01:05.425Z,hunter_domain,,"20240128303 O     CP    W           TODD LEUNG CONSTRUCTION INC                        0 3444 RHODA AVE                     OAKLAND          CA            94602     20250711                                                     B,"
20240128431,LIMITLESS LANDSCAPING INC,,2034 VERONA CT,,CA,,(202) 401-2843,,https://www.limitlesslandscaping.biz,C27,,,38,65,LIMITLESS LANDSCAPING INC; LIMITLESS LANDSCAPING INC contractor; LIMITLESS LANDSCAPING INC C27 contractor,email_found,admin@limitlesslandscaping.biz,,90,,2025-07-18T22:01:05.425Z,hunter_domain,,"20240128431 O     CP    W           LIMITLESS LANDSCAPING INC                          0 2034 VERONA CT                     OAKLEY           CA            94561     20250711                                                     C27,"
20240128518,DAVE'S & SONS CONSTRUCTION CO INC,,5010 W SPRUCE AVE,,CA,,(202) 401-2851,,https://www.davessonsconstructio.net,,,,38,55,DAVE'S & SONS CONSTRUCTION CO INC,email_found,admin@davessonsconstructio.net,,90,,2025-07-18T22:01:05.425Z,hunter_domain,,"20240128518 O     CP    W           DAVE'S & SONS CONSTRUCTION CO INC                  0 5010 W SPRUCE AVE                  FRESNO           CA            93722     20250711                                                     B,"
20240128523,INDUS GENERAL INC,,1851 HERITAGE LANE,SACRAMENTO,CA,,(202) 401-2852,,https://www.indusgeneral.com,,,,38,75,INDUS GENERAL INC; INDUS GENERAL INC SACRAMENTO; INDUS GENERAL INC SACRAMENTO CA,email_found,sales@indusgeneral.com,,90,,2025-07-18T22:01:05.733Z,hunter_domain,,"20240128523 O     CP    W           INDUS GENERAL INC                                  0 1851 HERITAGE LANE SUITE 129       SACRAMENTO       CA            95815     20250711                                                     B,"
20240128537,PILOT DOOR SYSTEMS LLC,,406 W INDUSTRIAL RD,,CA,,(202) 401-2853,,https://www.pilotdoorsystems.biz,,,,38,55,PILOT DOOR SYSTEMS LLC,email_found,admin@pilotdoorsystems.biz,,90,,2025-07-18T22:01:05.733Z,hunter_domain,,"20240128537 O     LC    E           PILOT DOOR SYSTEMS LLC                             0 406 W INDUSTRIAL RD #2             PLEASANT GROVE   UT            84062     20250711 JACOB ADAM GORRINGE                D28              D28,"
20240128556,TCB REMODELING INC,,22453 ISATIS AVENUE APPL,,CA,,(202) 401-2855,,https://www.tcbremodeling.com,,,,38,55,TCB REMODELING INC,email_found,contact@tcbremodeling.com,,90,,2025-07-18T22:01:05.733Z,hunter_domain,,"20240128556 O     CP    E           TCB REMODELING INC                                 0 22453 ISATIS AVENUE                APPLE VALLEY     CA            92307     20250711 TOBY CLAIRE BROWN                  B                B,"
20240128727,ALAMDAR PRO PAINTING LLC,,2011 WYDA WAY,SACRAMENTO,CA,,(202) 401-2872,,https://www.alamdarpropainting.com,C33;C33,,,38,85,ALAMDAR PRO PAINTING LLC; ALAMDAR PRO PAINTING LLC SACRAMENTO; ALAMDAR PRO PAINTING LLC SACRAMENTO CA; ALAMDAR PRO PAINTING LLC contractor; ALAMDAR PRO PAINTING LLC C33 contractor,email_found,info@alamdarpropainting.com,,90,,2025-07-18T22:01:05.733Z,hunter_domain,,"20240128727 O     LC    E           ALAMDAR PRO PAINTING LLC                           0 2011 WYDA WAY #30                  SACRAMENTO       CA            95825     20250711 ALI MORADI                         C33              C33,"
20240128729,GREENCORE LANDSCAPE INC,,3679 BRONSON ST SAN BERNARD,,CA,,(202) 401-2872,,https://www.greencorelandscape.com,C27;C27,,,38,65,GREENCORE LANDSCAPE INC; GREENCORE LANDSCAPE INC contractor; GREENCORE LANDSCAPE INC C27 contractor,email_found,admin@greencorelandscape.com,,90,,2025-07-18T22:01:05.733Z,hunter_domain,,"20240128729 O     CP    E           GREENCORE LANDSCAPE INC                            0 3679 BRONSON ST                    SAN BERNARDINO   CA            92407     20250711 RAUL LARA                          C27              C27,"
20240128732,CAMACHO'S ROOFING INC,,7364 RECHE CANYON RD,,CA,,(202) 401-2873,,https://www.camachosroofing.biz,C39;C39,,,38,65,CAMACHO'S ROOFING INC; CAMACHO'S ROOFING INC contractor; CAMACHO'S ROOFING INC C39 contractor,email_found,admin@camachosroofing.biz,,90,,2025-07-18T22:01:05.943Z,hunter_domain,,"20240128732 O     CP    E           CAMACHO'S ROOFING INC                              0 7364 RECHE CANYON RD               COLTON           CA            92324     20250711 ANGEL ARMANDO CAMACHO DELGADO      C39              C39,"
20240128774,R A D TRAFFIC CONTROL INC,,512 KERR AVE MODEST,,CA,,(202) 401-2877,,https://www.radtrafficcontrol.biz,C31;C31,,,38,65,R A D TRAFFIC CONTROL INC; R A D TRAFFIC CONTROL INC contractor; R A D TRAFFIC CONTROL INC C31 contractor,email_found,admin@radtrafficcontrol.biz,,90,,2025-07-18T22:01:05.943Z,hunter_domain,,"20240128774 O     CP    E           R A D TRAFFIC CONTROL INC                          0 512 KERR AVE                       MODESTO          CA            95354     20250711 RICARDO RODRIGUEZ CANO             C31              C31,"
20240128777,DECASTRO PLUMBING INC,,20250711 ANTHONY LOUIS DECAST,,CA,,(202) 401-2877,,https://www.decastroplumbing.com,C36;C36,,,38,65,DECASTRO PLUMBING INC; DECASTRO PLUMBING INC contractor; DECASTRO PLUMBING INC C36 contractor,email_found,sales@decastroplumbing.com,,90,,2025-07-18T22:01:05.943Z,hunter_domain,,"20240128777 O     CP    E           DECASTRO PLUMBING INC                              0 52085 AVENIDA HERRERA              LA QUINTA        CA            92253     20250711 ANTHONY LOUIS DECASTRO             C36              C36,"
20240128781,MDR BUILDERS INC,,20250711 MARCOS DE MIREL EST,HAWTHORNE,CA,,(202) 401-2878,,https://www.mdrbuilders.biz,,,,38,75,MDR BUILDERS INC; MDR BUILDERS INC HAWTHORNE; MDR BUILDERS INC HAWTHORNE CA,email_found,office@mdrbuilders.biz,,90,,2025-07-18T22:01:05.943Z,hunter_domain,,"20240128781 O     CP    E           MDR BUILDERS INC                                   0 13632 KORNBLUM AV #5               HAWTHORNE        CA            90250     20250711 MARCOS DE MIREL ESTRADA CHANG      B                B,"
20240128795,MMC BUILDING SERVICES INC,,2376 COCHRAN ST,,CA,,(202) 401-2879,,https://www.mmcbuildingservices.com,,,,38,55,MMC BUILDING SERVICES INC,email_found,admin@mmcbuildingservices.com,,90,,2025-07-18T22:01:05.943Z,hunter_domain,,"20240128795 O     CP    E           MMC BUILDING SERVICES INC                          0 2376 COCHRAN ST                    SIMI VALLEY      CA            93065     20250711 MARICELA ROBLES                    B                B,"
20240128804,CAL PRIME SOLUTIONS INC,,5754 CALLIE LN,,CA,,(202) 401-2880,,https://www.calprimesolutions.com,,,,38,55,CAL PRIME SOLUTIONS INC,email_found,info@calprimesolutions.com,,90,,2025-07-18T22:01:06.252Z,hunter_domain,,"20240128804 O     CP    E           CAL PRIME SOLUTIONS INC                            0 5754 CALLIE LN APT G               SACRAMENTO       CA            95841     20250711 SAMIR TURKMANI                     B                B,"
20240128805,R & R LOYAL ROOFING INC,,3318 TOPAZ LN LANCAST,,CA,,(202) 401-2880,,https://www.rrloyalroofing.net,C39;C39,,,38,65,R & R LOYAL ROOFING INC; R & R LOYAL ROOFING INC contractor; R & R LOYAL ROOFING INC C39 contractor,email_found,admin@rrloyalroofing.net,,90,,2025-07-18T22:01:06.252Z,hunter_domain,,"20240128805 O     CP    E           R & R LOYAL ROOFING INC                            0 3318 TOPAZ LN                      LANCASTER        CA            93535     20250711 RODOLFO RENDON MATA                C39              C39,"
20240128818,INTERGRATED ECOLOGY LLC,,56 DAVE,DAVENPORT,CA,,(202) 401-2881,,https://www.intergratedecology.com,C27;C27,,,38,85,INTERGRATED ECOLOGY LLC; INTERGRATED ECOLOGY LLC DAVENPORT; INTERGRATED ECOLOGY LLC DAVENPORT CA; INTERGRATED ECOLOGY LLC contractor; INTERGRATED ECOLOGY LLC C27 contractor,email_found,sales@intergratedecology.com,,90,,2025-07-18T22:01:06.252Z,hunter_domain,,"20240128818 O     LC    E           INTERGRATED ECOLOGY LLC                            0 P O BOX 56                         DAVENPORT        CA            95017     20250711 ROBERT WILLIAM HENRY,III           C27              C27,"
20240128942,CALI PRO GARAGE DOORS & GATES INC,,1755 ARGYLE AVE,HOLLYWOOD,CA,,(202) 401-2894,,https://www.caliprogaragedoorsga.biz,,,,38,75,CALI PRO GARAGE DOORS & GATES INC; CALI PRO GARAGE DOORS & GATES INC HOLLYWOOD; CALI PRO GARAGE DOORS & GATES INC HOLLYWOOD CA,email_found,office@caliprogaragedoorsga.biz,,90,,2025-07-18T22:01:06.252Z,hunter_domain,,"20240128942 O   CP   W   CALI PRO GARAGE DOORS & GATES INC               0 1755 ARGYLE AVE UNIT 1507               HOLLYWOOD          CA   90028   20250711                                      D28,"
20240128978,VENTURA LOCKSMITHS INC,,901 E MAIN ST,,CA,,(202) 401-2897,,https://www.venturalocksmiths.biz,C28,,,38,65,VENTURA LOCKSMITHS INC; VENTURA LOCKSMITHS INC contractor; VENTURA LOCKSMITHS INC C28 contractor,email_found,office@venturalocksmiths.biz,,90,,2025-07-18T22:01:06.253Z,hunter_domain,,"20240128978 O   CP   W   VENTURA LOCKSMITHS INC                          0 901 E MAIN ST                           VENTURA            CA   93001   20250711                                      C28,"
20240129023,HEPHAESTUS DRYWALL INC,,21326 ROMAR ST,,CA,,(202) 401-2902,,https://www.hephaestusdrywall.com,C-9,,,38,65,HEPHAESTUS DRYWALL INC; HEPHAESTUS DRYWALL INC contractor; HEPHAESTUS DRYWALL INC C-9 contractor,email_found,sales@hephaestusdrywall.com,,90,,2025-07-18T22:01:06.559Z,hunter_domain,,"20240129023 O   CP   W   HEPHAESTUS DRYWALL INC                          0 21326 ROMAR ST                          CHATSWORTH         CA   91311   20250711                                      C-9,"
20240129366,GOTPOWER ELECTRIC LLC,,1296 FOSTER ST,,CA,,(202) 401-2936,,https://www.gotpowerelectric.biz,C10,,,38,65,GOTPOWER ELECTRIC LLC; GOTPOWER ELECTRIC LLC contractor; GOTPOWER ELECTRIC LLC C10 contractor,email_found,sales@gotpowerelectric.biz,,90,,2025-07-18T22:01:06.559Z,hunter_domain,,"20240129366 O   LC   W   GOTPOWER ELECTRIC LLC                           0 1296 FOSTER ST                          BEAUMONT           CA   92223   20250711                                      C10,"
20240205305,TECA ELECTRIC INC,,16380 FOOTHILL BLVD,SAN LEANDRO,CA,,,,https://www.tecaelectric.net,C-7;C-7,,,38,75,TECA ELECTRIC INC; TECA ELECTRIC INC SAN LEANDRO; TECA ELECTRIC INC SAN LEANDRO CA; TECA ELECTRIC INC contractor; TECA ELECTRIC INC C-7 contractor,email_found,contact@tecaelectric.net,,90,,2025-07-18T22:01:06.559Z,hunter_domain,,"20240205305 S   CP   E   TECA ELECTRIC INC                         1115072 16380 FOOTHILL BLVD APT 13              SAN LEANDRO        CA   94578   20250711 JOSUE SALVADOR ALCANTAR        C-7   C-7,"
20240208648,JM PROGRAM BUILDERS CONSTRUCTION INC,,354 E HOME ST,,CA,,(202) 402-0864,,https://www.jmprogrambuilderscon.net,,,,38,55,JM PROGRAM BUILDERS CONSTRUCTION INC,email_found,office@jmprogrambuilderscon.net,,90,,2025-07-18T22:01:06.559Z,hunter_domain,,"20240208648 R   CP   W   JM PROGRAM BUILDERS CONSTRUCTION INC      1102184 354 E HOME ST                           RIALTO             CA   92376   20250711                                      B,"
20240208702,LIBERTY PAINTING AND RESTORATION INC,,480 W LAMBERT RD ST,,CA,,(202) 402-0870,,https://www.libertypaintingandre.biz,,,,38,55,LIBERTY PAINTING AND RESTORATION INC,email_found,admin@libertypaintingandre.biz,,90,,2025-07-18T22:01:06.559Z,hunter_domain,,"20240208702 S   CP   E   LIBERTY PAINTING AND RESTORATION INC       869784 480 W LAMBERT RD STE D                  BREA               CA   92821   20250711                                      B,"
20240208812,GASPAR GENERAL CONSTRUCTION,,6752 OXNARD,OXNARD,CA,,(202) 402-0881,,https://www.gaspargeneral.com,C39;C39,,,38,85,GASPAR GENERAL CONSTRUCTION; GASPAR GENERAL CONSTRUCTION OXNARD; GASPAR GENERAL CONSTRUCTION OXNARD CA; GASPAR GENERAL CONSTRUCTION contractor; GASPAR GENERAL CONSTRUCTION C39 contractor,email_found,contact@gaspargeneral.com,,80,,2025-07-18T22:01:06.814Z,hunter_company,,"20240208812 S   SO   E   GASPAR GENERAL CONSTRUCTION               1096498 P O BOX 6752                            OXNARD             CA   93031   20250711 FRANCISCO GASPAR HERNANDEZ     C39   C39,"
20240208829,F&T INDUSTRIAL SERVICES LLC,,940 S KIMBALL AVE,,CA,,(202) 402-0882,,https://www.ftindustrialservices.biz,,,,38,55,F&T INDUSTRIAL SERVICES LLC,email_found,info@ftindustrialservices.biz,,90,,2025-07-18T22:01:06.864Z,hunter_domain,,"20240208829 S   LC   W   F&T INDUSTRIAL SERVICES LLC               1139461 940 S KIMBALL AVE #175                  SOUTHLAKE          TX   76092   20250711                                      D06,"
20240208837,ESTRADA MASONRY INC,,20250711 MIGUEL ANGEL EST,,CA,,(202) 402-0883,,https://www.estradamasonry.net,C-8;C-8,,,38,65,ESTRADA MASONRY INC; ESTRADA MASONRY INC contractor; ESTRADA MASONRY INC C-8 contractor,email_found,contact@estradamasonry.net,,90,,2025-07-18T22:01:06.864Z,hunter_domain,,"20240208837 S   CP   E   ESTRADA MASONRY INC                       1094599 376 N 33RD ST                           SAN JOSE           CA   95133   20250711 MIGUEL ANGEL ESTRADA CAZARES   C-8   C-8,"
20240208841,AMTEK CONSTRUCTION,,946 N LEMON ST,,CA,,(202) 402-0884,,https://www.amtek.biz,,,,38,55,AMTEK CONSTRUCTION,email_found,contact@amtek.biz,,80,,2025-07-18T22:01:06.814Z,hunter_company,,"20240208841 S   CP   W   AMTEK CONSTRUCTION                         490382 946 N LEMON ST                          ORANGE             CA   92867   20250711                                      D56,"
20250200090,FD HOUSE REMODEL INC,,500 E CALAVERAS BLVD,MILPITAS,CA,,(202) 502-0009,,https://www.fdhouseremodel.net,,,,38,75,FD HOUSE REMODEL INC; FD HOUSE REMODEL INC MILPITAS; FD HOUSE REMODEL INC MILPITAS CA,email_found,office@fdhouseremodel.net,,90,,2025-07-18T22:01:06.864Z,hunter_domain,,"20250200090 R   CP   W   FD HOUSE REMODEL INC                   1118101 500 E CALAVERAS BLVD 246      MILPITAS       CA   95035   20250711                       B,"
20240118552,LOS CHEPES LANDSCAPING INC,,1501 W CHERRY AVE,,CA,,(202) 401-1855,,https://www.loschepeslandscaping.net,C27;C27,,,38,65,LOS CHEPES LANDSCAPING INC; LOS CHEPES LANDSCAPING INC contractor; LOS CHEPES LANDSCAPING INC C27 contractor,email_found,info@loschepeslandscaping.net,,90,,2025-07-18T22:01:07.067Z,hunter_domain,,"20240118552 O     CP    E           LOS CHEPES LANDSCAPING INC                         0 1501 W CHERRY AVE                     LOMPOC           CA      93436     20250714 JOSE SALUD VILLALPANDO VELASQUEZ   C27              C27,"
20240120226,ODX CONSTRUCTION,,8326 WESTLAWN AVE,,CA,,(202) 401-2022,,https://www.odx.net,,,,38,55,ODX CONSTRUCTION,email_found,contact@odx.net,,80,,2025-07-18T22:01:07.017Z,hunter_company,,"20240120226 O     CP    E           ODX CONSTRUCTION                                   0 8326 WESTLAWN AVENUE                  LOS ANGELES      CA      90045     20250714 OLIVIER DANIEL DARCEAUX            B                B,"
20240120416,ASSET CONSTRUCTION SERVICES LLC,,44750 SAN LUIS REY AVE,,CA,,(202) 401-2041,,https://www.assetconstructionser.com,,,,38,55,ASSET CONSTRUCTION SERVICES LLC,email_found,info@assetconstructionser.com,,90,,2025-07-18T22:01:07.067Z,hunter_domain,,"20240120416 O     LC    E           ASSET CONSTRUCTION SERVICES LLC                    0 44750 SAN LUIS REY AVE                PALM DESERT      CA      92260     20250714 CHRISTOPHER JOHN SCOTT             B                B,"
20240123461,BJ CONSTRUCTION GROUP INC,,2190 HANFORD,,CA,,(202) 401-2346,,https://www.bjconstructiongroup.net,,,,38,55,BJ CONSTRUCTION GROUP INC,email_found,sales@bjconstructiongroup.net,,90,,2025-07-18T22:01:07.067Z,hunter_domain,,"20240123461 O     CP    W           BJ CONSTRUCTION GROUP INC                          0 2190 HANFORD                          SAN DIEGO        CA      92111     20250714                                                     B,"
20240125229,CRU CONSTRUCTION,,2505 CRESTVIEW DR,,CA,,(202) 401-2522,,https://www.cru.com,C21,,,38,65,CRU CONSTRUCTION; CRU CONSTRUCTION contractor; CRU CONSTRUCTION C21 contractor,email_found,contact@cru.com,,80,,2025-07-18T22:01:07.017Z,hunter_company,,"20240125229 O     SO    W           CRU CONSTRUCTION                                   0 2505 CRESTVIEW DRIVE                  NEWPORT BEACH    CA      92663     20250714                                                     A,B,C21,"
20240126852,VITRO TECH GLASS LLC,,46397 KOHINOOR WAY,,CA,,(202) 401-2685,,https://www.vitrotechglass.biz,C17,,,38,65,VITRO TECH GLASS LLC; VITRO TECH GLASS LLC contractor; VITRO TECH GLASS LLC C17 contractor,email_found,contact@vitrotechglass.biz,,90,,2025-07-18T22:01:07.373Z,hunter_domain,,"20240126852 O     LC    W           VITRO TECH GLASS LLC                               0 46397 KOHINOOR WAY                    TEMECULA         CA      92592     20250714                                                     C17,"
