license_number,clean_business_name,original_business_name_field,clean_address,city,state,zip_code,existing_phone,existing_email,website,classifications,bond_amount,expire_date,priority_score,data_quality_score,search_terms,enrichment_status,enriched_email,enriched_phone,email_confidence,phone_confidence,last_enriched,data_source,notes,raw_text
20240129421,SAN JOSE AIR & HEATING,,1346 THE ALAMEDA ST,SAN JOSE,CA,,(202) 401-2942,,,C20,,,43,85,SAN JOSE AIR & HEATING; SAN JOSE AIR & HEATING SAN JOSE; SAN JOSE AIR & HEATING SAN JOSE CA; SAN JOSE AIR & HEATING contractor; SAN JOSE AIR & HEATING C20 contractor,no_contact_found,,,,,2025-07-18T21:45:25.642Z,,,"20240129421   O   CP   W   SAN JOSE AIR & HEATING                                                  0 1346 THE ALAMEDA STE 7-203          SAN JOSE           CA   95126   20250709                                        C20,"
20240115364,IRENEUSZ STASIUK,,490 ALTA MESA DR,,CA,,(202) 401-1536,,,B-2;B-2,,,43,65,IRENEUSZ STASIUK; IRENEUSZ STASIUK contractor; IRENEUSZ STASIUK B-2 contractor,no_contact_found,,,,,2025-07-18T21:45:28.149Z,,,"20240115364 O     SO    E           IRENEUSZ STASIUK                                             0 490 ALTA MESA DR                    RIVERSIDE          CA           92507        20250710 IRENEUSZ STASIUK                 B-2              B-2,"
20240128551,MAKEOVER MAGIC RESIDENTIAL REMODELING,,1441 LA CANADA DR,,CA,,(202) 401-2855,,https://www.makeovermagicresiden.net,B-2;B-2,,,43,65,MAKEOVER MAGIC RESIDENTIAL REMODELING; MAKEOVER MAGIC RESIDENTIAL REMODELING contractor; MAKEOVER MAGIC RESIDENTIAL REMODELING B-2 contractor,email_found,contact@makeovermagicresiden.net,,80,,2025-07-18T21:45:30.670Z,hunter_company,,"20240128551   O   SO   E   MAKEOVER MAGIC RESIDENTIAL REMODELING                   0 1441 LA CANADA DRIVE                               BREA             CA   92821   20250710 JOHN WILLIAM MARCUS              B-2   B-2,"
20240128536,FULLHOUSE PRO CONSTRUCTION INC,,2000 CRYSTAL SPRINGS RD,SAN BRUNO,CA,,(202) 401-2853,,https://www.fullhouseproconstruc.com,,,,43,75,FULLHOUSE PRO CONSTRUCTION INC; FULLHOUSE PRO CONSTRUCTION INC SAN BRUNO; FULLHOUSE PRO CONSTRUCTION INC SAN BRUNO CA,email_found,office@fullhouseproconstruc.com,,90,,2025-07-18T21:45:33.683Z,hunter_domain,,"20240128536 O     CP    E           FULLHOUSE PRO CONSTRUCTION INC                     0 2000 CRYSTAL SPRINGS RD,APT 1835   SAN BRUNO        CA            94066     20250711 SERGEI CHUSHKIN                    B                B,"
20240128731,ORDAZ PAINTING CORP,,4015 MOUNTAIN DR,SAN BERNARDINO,CA,,(202) 401-2873,,https://www.ordazpainting.biz,C33,,,43,85,ORDAZ PAINTING CORP; ORDAZ PAINTING CORP SAN BERNARDINO; ORDAZ PAINTING CORP SAN BERNARDINO CA; ORDAZ PAINTING CORP contractor; ORDAZ PAINTING CORP C33 contractor,email_found,info@ordazpainting.biz,,90,,2025-07-18T21:45:38.692Z,hunter_domain,,"20240128731 O     CP    E           ORDAZ PAINTING CORP                                0 4015 MOUNTAIN DR SPC 1             SAN BERNARDINO   CA            92407     20250711                                                     C33,"
20240208728,TECH - WALL OF VENTURA INC,,2590 EAST MAIN ST ST,VENTURA,CA,,,,https://www.techwallofventura.com,C-2;C-2,,,43,75,TECH - WALL OF VENTURA INC; TECH - WALL OF VENTURA INC VENTURA; TECH - WALL OF VENTURA INC VENTURA CA; TECH - WALL OF VENTURA INC contractor; TECH - WALL OF VENTURA INC C-2 contractor,email_found,office@techwallofventura.com,,90,,2025-07-18T21:45:41.705Z,hunter_domain,,"20240208728 R   CP   E   TECH - WALL OF VENTURA INC                 599057 2590 EAST MAIN ST STE 105               VENTURA            CA   93003   20250711 KEVIN JAMES KILDUFF            C-2   C-2,"
20240128110,GRD GENERAL CONSTRUCTION,,1264 S WATERMAN AVE,SAN BERNARDINO,CA,,(202) 401-2811,,https://www.grdgeneral.net,,,,43,75,GRD GENERAL CONSTRUCTION; GRD GENERAL CONSTRUCTION SAN BERNARDINO; GRD GENERAL CONSTRUCTION SAN BERNARDINO CA,email_found,contact@grdgeneral.net,,80,,2025-07-18T21:45:44.215Z,hunter_company,,"20240128110 O     CP    E           GRD GENERAL CONSTRUCTION                           0 1264 S WATERMAN AVE SP 42             SAN BERNARDINO   CA      92408     20250714 GIOVANNY R DIAZ                    B                B,"
20240128323,MRD CLEANING SERVICES LLC,,1330 ORO VIST,SAN DIEGO,CA,,(202) 401-2832,,https://www.mrdcleaningservices.net,,,,43,75,MRD CLEANING SERVICES LLC; MRD CLEANING SERVICES LLC SAN DIEGO; MRD CLEANING SERVICES LLC SAN DIEGO CA,email_found,contact@mrdcleaningservices.net,,90,,2025-07-18T21:45:47.225Z,hunter_domain,,"20240128323 O     LC    W           MRD CLEANING SERVICES LLC                          0 1330 ORO VISTA APT #230               SAN DIEGO        CA      92154     20250714                                                     D63,"
20240128913,ARMANDO ROSAS,,8750 ORION AVE,NORTH HILLS,CA,,(202) 401-2891,,,B-2;B-2,,,43,85,ARMANDO ROSAS; ARMANDO ROSAS NORTH HILLS; ARMANDO ROSAS NORTH HILLS CA; ARMANDO ROSAS contractor; ARMANDO ROSAS B-2 contractor,no_contact_found,,,,,2025-07-18T21:45:49.732Z,,,"20240128913   O   SO   E   ARMANDO ROSAS                                         0 8750 ORION AVE APT #119            NORTH HILLS           CA   91343   20250715 ARMANDO ROSAS DE PABLO               B-2   B-2,"
20250100559,HANDY RANDY HOME IMPROVEMENT SERVICES,,3253 OAKSHIRE DR,,CA,,(202) 501-0055,,,B-2;B-2,,,43,65,HANDY RANDY HOME IMPROVEMENT SERVICES; HANDY RANDY HOME IMPROVEMENT SERVICES contractor; HANDY RANDY HOME IMPROVEMENT SERVICES B-2 contractor,no_contact_found,,,,,2025-07-18T21:45:52.239Z,,,"20250100559 O   SO   E   HANDY RANDY HOME IMPROVEMENT SERVICES         0 3253 OAKSHIRE DRIVE        LOS ANGELES             CA   90068   20250715 RANDOLPH RICHARD SMITH         B-2   B-2,"
20240127086,SIDE'Z REMODELING & PAINTING,,1008 NEWINGTON ST,,CA,,(202) 401-2708,,https://www.sidezremodelingpaint.biz,C33;B-2,,,43,65,SIDE'Z REMODELING & PAINTING; SIDE'Z REMODELING & PAINTING contractor; SIDE'Z REMODELING & PAINTING C33 contractor,email_found,contact@sidezremodelingpaint.biz,,80,,2025-07-18T21:45:54.747Z,hunter_company,,"20240127086 O     CP    W           SIDE'Z REMODELING & PAINTING                     0 1008 NEWINGTON STREET                  SALINAS              CA          93906       20250716                                                    C33,B-2,"
20240129061,SERRANO'S MECHANICAL SYSTEMS,,1449 DUBERT LN,SAN JOSE,CA,,(202) 401-2906,,,C20;C20,,,43,85,SERRANO'S MECHANICAL SYSTEMS; SERRANO'S MECHANICAL SYSTEMS SAN JOSE; SERRANO'S MECHANICAL SYSTEMS SAN JOSE CA; SERRANO'S MECHANICAL SYSTEMS contractor; SERRANO'S MECHANICAL SYSTEMS C20 contractor,no_contact_found,,,,,2025-07-18T21:45:57.254Z,,,"20240129061   O   SO   E   SERRANO'S MECHANICAL SYSTEMS                       0 1449 DUBERT LN APT 1         SAN JOSE              CA   95122   20250716 EDGAR VAZQUEZ SERRANO              C20   C20,"
20240129062,FATUM ELECTRIC LLC,,310 MARKET ST,SAN DIEGO,CA,,(202) 401-2906,,https://www.fatumelectric.net,C10;C10,,,43,85,FATUM ELECTRIC LLC; FATUM ELECTRIC LLC SAN DIEGO; FATUM ELECTRIC LLC SAN DIEGO CA; FATUM ELECTRIC LLC contractor; FATUM ELECTRIC LLC C10 contractor,email_found,sales@fatumelectric.net,,90,,2025-07-18T21:46:00.263Z,hunter_domain,,"20240129062   O   LC   E   FATUM ELECTRIC LLC                                 0 310 MARKET STREET APT 101    SAN DIEGO             CA   92101   20250716 CHRISTOPHER LEE HIATT BASTIAN      C10   C10,"
20240129074,AMBRIZ REMODELING,,807 E KAWEAH AVE,,CA,,(202) 401-2907,,https://www.ambriz.com,B-2;B-2,,,43,65,AMBRIZ REMODELING; AMBRIZ REMODELING contractor; AMBRIZ REMODELING B-2 contractor,email_found,contact@ambriz.com,,80,,2025-07-18T21:46:02.773Z,hunter_company,,"20240129074   O   SO   E   AMBRIZ REMODELING                                  0 807 E KAWEAH AVE             VISALIA               CA   93292   20250716 NOEMY AMBRIZ                       B-2   B-2,"
20240208356,CLEAN ENERGY SOLUTIONS INC,,417 W ALLEN AVE ST,SAN DIMAS,CA,,(202) 402-0835,,https://www.cleanenergysolutions.net,C39,,,43,85,CLEAN ENERGY SOLUTIONS INC; CLEAN ENERGY SOLUTIONS INC SAN DIMAS; CLEAN ENERGY SOLUTIONS INC SAN DIMAS CA; CLEAN ENERGY SOLUTIONS INC contractor; CLEAN ENERGY SOLUTIONS INC C39 contractor,email_found,info@cleanenergysolutions.net,,90,,2025-07-18T21:46:07.786Z,hunter_domain,,"20240208356 S   CP   W   CLEAN ENERGY SOLUTIONS INC                                 998787 417 W ALLEN AVE STE 105             SAN DIMAS             CA   91773   20250716                                        C39,"
20250100127,JD REMODEL SERVICES,,300 TEXAS ST,,CA,,(202) 501-0012,,,B-2,,,43,65,JD REMODEL SERVICES; JD REMODEL SERVICES contractor; JD REMODEL SERVICES B-2 contractor,no_contact_found,,,,,2025-07-18T21:46:10.293Z,,,"20250100127 O   SO   W   JD REMODEL SERVICES                                             0 300 TEXAS ST                        VALLEJO               CA   94590   20250716                                        B-2,"
20250100661,THERMAL MECHANICAL INSULATORS,,3245 UNIVERSITY AVE,SAN DIEGO,CA,,(202) 501-0066,,,C-2;C-2,,,43,85,THERMAL MECHANICAL INSULATORS; THERMAL MECHANICAL INSULATORS SAN DIEGO; THERMAL MECHANICAL INSULATORS SAN DIEGO CA; THERMAL MECHANICAL INSULATORS contractor; THERMAL MECHANICAL INSULATORS C-2 contractor,no_contact_found,,,,,2025-07-18T21:46:12.802Z,,,"20250100661 O   CP   E   THERMAL MECHANICAL INSULATORS                                   0 3245 UNIVERSITY AVE #288            SAN DIEGO             CA   92104   20250716 ANDREW TORRES                    C-2   C-2,"
20240123617,MG REMODELING SOLUTIONS,,6109 LORI LN SAN BERNARD,,CA,,(202) 401-2361,,https://www.mgremodelingsolution.biz,B-2;B-2,,,43,65,MG REMODELING SOLUTIONS; MG REMODELING SOLUTIONS contractor; MG REMODELING SOLUTIONS B-2 contractor,email_found,contact@mgremodelingsolution.biz,,80,,2025-07-18T21:46:15.312Z,hunter_company,,"20240123617 O     SO    E           MG REMODELING SOLUTIONS                                         0 6109 LORI LN                     SAN BERNARDINO    CA       92407     20250717 MIGUEL ANGEL GARCIA              B-2              B-2,"
20240129158,MH CONSTRUCTION,,4855 ARIVA WAY,SAN DIEGO,CA,,(202) 401-2915,,https://www.mh.biz,,,,43,75,MH CONSTRUCTION; MH CONSTRUCTION SAN DIEGO; MH CONSTRUCTION SAN DIEGO CA,email_found,contact@mh.biz,,80,,2025-07-18T21:46:17.818Z,hunter_company,,"20240129158 O     SO    E           MH CONSTRUCTION                                                 0 4855 ARIVA WAY #328              SAN DIEGO         CA       92123     20250717 MOHAMAD HUNTAYA                  B                B,"
20240129176,H L REMODELING,,75 SIINO AVE,,CA,,(202) 401-2917,,https://www.hl.com,B-2,,,43,65,H L REMODELING; H L REMODELING contractor; H L REMODELING B-2 contractor,email_found,contact@hl.com,,80,,2025-07-18T21:46:20.326Z,hunter_company,,"20240129176 O   SO   E   H L REMODELING                                     0 75 SIINO AVE                       BAY POINT         CA   94565   20250717                                         B-2,"
20240129243,TORRES PAINTING,,245 LA PALA DR,SAN JOSE,CA,,(202) 401-2924,,,C33;C33,,,43,85,TORRES PAINTING; TORRES PAINTING SAN JOSE; TORRES PAINTING SAN JOSE CA; TORRES PAINTING contractor; TORRES PAINTING C33 contractor,no_contact_found,,,,,2025-07-18T21:46:22.834Z,,,"20240129243 O   SO   E   TORRES PAINTING                                    0 245 LA PALA DRIVE #23              SAN JOSE          CA   95127   20250717 ALFREDO TORRES MONRREAL           C33   C33,"
20240206762,ABADUB CONSTRUCTION INC,,4513 CONCORD BLVD CONCORD,,CA,,,,https://www.abadubconstruction.net,C-2;C-2,,,43,55,ABADUB CONSTRUCTION INC; ABADUB CONSTRUCTION INC contractor; ABADUB CONSTRUCTION INC C-2 contractor,email_found,contact@abadubconstruction.net,,90,,2025-07-18T21:46:25.844Z,hunter_domain,,"20240206762 S   CP   E   ABADUB CONSTRUCTION INC                      1058008 4513 CONCORD BLVD                  CONCORD           CA   94521   20250717 ALEXEI GURBANOV                   C-2   C-2,"
20240207114,VICVEG-CONSTRUCTION,,20250717 VICT,SAN CARLOS,CA,,(202) 402-0711,,https://www.vicveg.biz,C10;C10,,,43,85,VICVEG-CONSTRUCTION; VICVEG-CONSTRUCTION SAN CARLOS; VICVEG-CONSTRUCTION SAN CARLOS CA; VICVEG-CONSTRUCTION contractor; VICVEG-CONSTRUCTION C10 contractor,email_found,contact@vicveg.biz,,80,,2025-07-18T21:46:28.353Z,hunter_company,,"20240207114 S   LC   E   VICVEG-CONSTRUCTION                          1127348 P O BOX 542                        SAN CARLOS        CA   94070   20250717 VICTOR VERGARA                    C10   C10,"
20240208338,ASAP SEWER & DRAIN LLC,,141 SUBURBAN ROAD,SAN LUIS OBISPO,CA,,(202) 402-0833,,https://www.asapsewerdrain.net,A4,,,43,85,ASAP SEWER & DRAIN LLC; ASAP SEWER & DRAIN LLC SAN LUIS OBISPO; ASAP SEWER & DRAIN LLC SAN LUIS OBISPO CA; ASAP SEWER & DRAIN LLC contractor; ASAP SEWER & DRAIN LLC A4 contractor,email_found,contact@asapsewerdrain.net,,90,,2025-07-18T21:46:31.364Z,hunter_domain,,"20240208338 S   LC   E   ASAP SEWER & DRAIN LLC                       1121605 141 SUBURBAN ROAD SUITE A4         SAN LUIS OBISPO   CA   93401   20250717 SEAN AIDAN SCARRY                 B     B,"
20250100156,SANG WON LEE,,1234 LARCHWOOD DR,,CA,,(202) 501-0015,,,B-2,,,43,65,SANG WON LEE; SANG WON LEE contractor; SANG WON LEE B-2 contractor,no_contact_found,,,,,2025-07-18T21:46:35.872Z,,,"20250100156 O   SO   W   SANG WON LEE                               0 1234 LARCHWOOD DR                   OCEANSIDE          CA   92056   20250717   B-2,"
20240128238,PINPOINT CONSTRUCTION,,,SAN DIEGO,CA,,(202) 401-2823,,https://www.pinpoint.biz,,,,40,60,PINPOINT CONSTRUCTION; PINPOINT CONSTRUCTION SAN DIEGO; PINPOINT CONSTRUCTION SAN DIEGO CA,email_found,contact@pinpoint.biz,,80,,2025-07-18T21:46:38.376Z,hunter_company,,"20240128238 O     SO    E           PINPOINT CONSTRUCTION                                  0 P O BOX 13582                          SAN DIEGO          CA       92170      20250707 MAURICIO FLORES,JR              B                B,"
20240116356,SUNSET MESA CONSTRUCTION,,,SANTA MONICA,CA,,(202) 401-1635,,https://www.sunsetmesa.biz,,,,40,60,SUNSET MESA CONSTRUCTION; SUNSET MESA CONSTRUCTION SANTA MONICA; SUNSET MESA CONSTRUCTION SANTA MONICA CA,email_found,contact@sunsetmesa.biz,,80,,2025-07-18T21:46:40.885Z,hunter_company,,"20240116356 O     SO    E           SUNSET MESA CONSTRUCTION                                     0 P O BOX 1644                        SANTA MONICA       CA           90406        20250710 NAVID RYAN SARVIAN               B                B,"
20240129722,COLSON PLUMBING LLC,,,RANCHO SANTA FE,CA,,(202) 401-2972,,https://www.colsonplumbing.net,C36,,,40,70,COLSON PLUMBING LLC; COLSON PLUMBING LLC RANCHO SANTA FE; COLSON PLUMBING LLC RANCHO SANTA FE CA; COLSON PLUMBING LLC contractor; COLSON PLUMBING LLC C36 contractor,email_found,contact@colsonplumbing.net,,90,,2025-07-18T21:46:43.896Z,hunter_domain,,"20240129722 O   LC   W   COLSON PLUMBING LLC                          0 18023 CALLE AMBIENTE SUITE 301      RANCHO SANTA FE  CA   92067   20250714                                      C36,"
20240128661,DUBON SERVICE LLC,,,SAN DIEGO,CA,,(202) 401-2866,,https://www.dubonservice.com,C10,,,40,70,DUBON SERVICE LLC; DUBON SERVICE LLC SAN DIEGO; DUBON SERVICE LLC SAN DIEGO CA; DUBON SERVICE LLC contractor; DUBON SERVICE LLC C10 contractor,email_found,contact@dubonservice.com,,90,,2025-07-18T21:46:46.904Z,hunter_domain,,"20240128661 O     LC    E           DUBON SERVICE LLC                                          0 1111 6TH AVE STE 550 #914008     SAN DIEGO          CA      92101       20250715                                                     C10,"
20240128899,MUNDO'S MAINTENANCE AND REMODEL,,,,CA,,(202) 401-2889,,,B-2;B-2,,,40,50,MUNDO'S MAINTENANCE AND REMODEL; MUNDO'S MAINTENANCE AND REMODEL contractor; MUNDO'S MAINTENANCE AND REMODEL B-2 contractor,no_contact_found,,,,,2025-07-18T21:46:49.409Z,,,"20240128899   O   SO   E   MUNDO'S MAINTENANCE AND REMODEL                       0 727 W 49TH PL                      LOS ANGELES           CA   90037   20250715 SERGIO MARTIN MUNDO                  B-2   B-2,"
20240128901,MONARCH REMODELING,,,,CA,,(202) 401-2890,,https://www.monarch.com,B-2;B-2,,,40,50,MONARCH REMODELING; MONARCH REMODELING contractor; MONARCH REMODELING B-2 contractor,email_found,contact@monarch.com,,80,,2025-07-18T21:46:51.915Z,hunter_company,,"20240128901   O   SO   E   MONARCH REMODELING                                    0 1930 46TH AVE APT C                CAPITOLA              CA   95010   20250715 CARLOS EDEL BUCIO                    B-2   B-2,"
20240126157,BAER GENERAL CONSTRUCTION INC,,,SANTA ROSA,CA,,(202) 401-2615,,https://www.baergeneralconstruct.com,,,,40,60,BAER GENERAL CONSTRUCTION INC; BAER GENERAL CONSTRUCTION INC SANTA ROSA; BAER GENERAL CONSTRUCTION INC SANTA ROSA CA,email_found,admin@baergeneralconstruct.com,,90,,2025-07-18T21:46:54.924Z,hunter_domain,,"20240126157 O     CP    W           BAER GENERAL CONSTRUCTION INC               791889 PO BOX 6572                            SANTA ROSA           CA          95406       20250716                                                    B,"
20240129064,VJ GARCIA CONSTRUCTION,,,SANTA BARBARA,CA,,(202) 401-2906,,https://www.vjgarcia.com,,,,40,60,VJ GARCIA CONSTRUCTION; VJ GARCIA CONSTRUCTION SANTA BARBARA; VJ GARCIA CONSTRUCTION SANTA BARBARA CA,email_found,contact@vjgarcia.com,,80,,2025-07-18T21:46:57.429Z,hunter_company,,"20240129064   O   SO   E   VJ GARCIA CONSTRUCTION                             0 P O BOX 41901                SANTA BARBARA         CA   93140   20250716 JUAN GARCIA VARGAS                 B     B,"
